                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.8417,                 3.9976,                 1.6002,                0.94864,                0.16667,                0.18952,                 0.1374,                 1.5018,                 3.9518,                 1.3779,             8.0874e-05,             8.0874e-05,             8.0874e-05
                     15,                 1.9023,                   4.33,                 1.5756,                0.94864,                0.16667,                0.18952,                 0.1374,                 1.5018,                 3.9518,                 1.3779,             8.6106e-05,             8.6106e-05,             8.6106e-05
                     16,                 1.6656,                 4.2287,                 1.4696,                0.97061,                0.16667,                  0.199,                0.16252,                 1.4243,                  3.852,                 1.3197,             9.1196e-05,             9.1196e-05,             9.1196e-05
                     17,                  1.508,                  3.964,                 1.5122,                0.97061,                0.16667,                  0.199,                0.16252,                 1.4243,                  3.852,                 1.3197,             9.6144e-05,             9.6144e-05,             9.6144e-05
                     18,                 1.3974,                 3.9437,                 1.3584,                0.97061,                0.16667,                  0.199,                0.16252,                 1.4243,                  3.852,                 1.3197,             0.00010095,             0.00010095,             0.00010095
                     19,                  1.419,                 3.8325,                 1.2444,                0.97061,                0.16667,                  0.199,                0.16252,                 1.4243,                  3.852,                 1.3197,             0.00010562,             0.00010562,             0.00010562
                     20,                 1.6627,                 4.1562,                 1.3845,                0.97018,                0.16667,                0.29297,                0.19723,                 1.2815,                 3.7137,                 1.2503,             0.00011014,             0.00011014,             0.00011014
                     21,                 1.3464,                 3.7878,                 1.3704,                0.97018,                0.16667,                0.29297,                0.19723,                 1.2815,                 3.7137,                 1.2503,             0.00011453,             0.00011453,             0.00011453
                     22,                 1.2504,                 3.9164,                 1.2379,                0.97018,                0.16667,                0.29297,                0.19723,                 1.2815,                 3.7137,                 1.2503,             0.00011877,             0.00011877,             0.00011877
                     23,                 1.1917,                 4.1639,                 1.3228,                0.97018,                0.16667,                0.29297,                0.19723,                 1.2815,                 3.7137,                 1.2503,             0.00012287,             0.00012287,             0.00012287
                     24,                 1.1214,                 3.6973,                  1.183,                0.98392,                0.16667,                0.28883,                0.21202,                 1.2092,                 3.5906,                 1.2112,             0.00012683,             0.00012683,             0.00012683
                     25,                 1.1292,                 3.6383,                 1.1962,                0.98392,                0.16667,                0.28883,                0.21202,                 1.2092,                 3.5906,                 1.2112,             0.00013064,             0.00013064,             0.00013064
                     26,                 1.2121,                 3.8611,                 1.1044,                0.98392,                0.16667,                0.28883,                0.21202,                 1.2092,                 3.5906,                 1.2112,             0.00013432,             0.00013432,             0.00013432
                     27,                 1.2395,                 3.9648,                 1.3987,                0.98392,                0.16667,                0.28883,                0.21202,                 1.2092,                 3.5906,                 1.2112,             0.00013786,             0.00013786,             0.00013786
                     28,                 1.1517,                 3.8554,                 1.2543,                0.98392,                0.16667,                0.28883,                0.21202,                 1.2092,                 3.5906,                 1.2112,             0.00014125,             0.00014125,             0.00014125
                     29,                 1.0643,                 3.4749,                 1.0656,                0.99045,                0.16667,                 0.3524,                0.25013,                 1.0861,                 3.5045,                 1.1474,              0.0001445,              0.0001445,              0.0001445
                     30,                0.99171,                 3.6548,                 1.0827,                0.99045,                0.16667,                 0.3524,                0.25013,                 1.0861,                 3.5045,                 1.1474,             0.00014761,             0.00014761,             0.00014761
                     31,                 1.1448,                 3.5695,                 1.1616,                0.99045,                0.16667,                 0.3524,                0.25013,                 1.0861,                 3.5045,                 1.1474,             0.00015058,             0.00015058,             0.00015058
                     32,                 1.2128,                 3.7878,                 1.3586,                0.99045,                0.16667,                 0.3524,                0.25013,                 1.0861,                 3.5045,                 1.1474,             0.00015341,             0.00015341,             0.00015341
                     33,                 1.0167,                 3.4886,                 1.2414,                0.99045,                0.16667,                 0.3524,                0.25013,                 1.0861,                 3.5045,                 1.1474,              0.0001561,              0.0001561,              0.0001561
                     34,                 1.4284,                 4.1491,                 1.2997,                0.99045,                0.16667,                 0.3524,                0.25013,                 1.0861,                 3.5045,                 1.1474,             0.00015864,             0.00015864,             0.00015864
                     35,                 1.1586,                 3.8972,                 1.1972,                0.99175,                0.16667,                 0.4284,                0.31647,                 1.0099,                 3.4039,                 1.1437,             0.00016105,             0.00016105,             0.00016105
                     36,                 1.3694,                 4.0896,                 1.2724,                0.99175,                0.16667,                 0.4284,                0.31647,                 1.0099,                 3.4039,                 1.1437,             0.00016331,             0.00016331,             0.00016331
                     37,                 1.1032,                 3.6583,                 1.0863,                0.99175,                0.16667,                 0.4284,                0.31647,                 1.0099,                 3.4039,                 1.1437,             0.00016543,             0.00016543,             0.00016543
                     38,                 1.2523,                 3.8068,                 1.0667,                0.99175,                0.16667,                 0.4284,                0.31647,                 1.0099,                 3.4039,                 1.1437,             0.00016741,             0.00016741,             0.00016741
                     39,                 1.5271,                 4.1576,                 1.3433,                0.99175,                0.16667,                 0.4284,                0.31647,                 1.0099,                 3.4039,                 1.1437,             0.00016925,             0.00016925,             0.00016925
                     40,                0.86368,                 3.8058,                 1.0744,                0.99175,                0.16667,                 0.4284,                0.31647,                 1.0099,                 3.4039,                 1.1437,             0.00017095,             0.00017095,             0.00017095
                     41,                 1.1216,                 4.0519,                 1.3037,                0.99175,                0.16667,                 0.4284,                0.31647,                 1.0099,                 3.4039,                 1.1437,              0.0001725,              0.0001725,              0.0001725
                     42,                  1.701,                 4.2972,                 1.1653,                 0.9917,                0.16667,                0.42248,                0.31429,                0.93787,                 3.3215,                 1.1009,             0.00017392,             0.00017392,             0.00017392
                     43,                0.90078,                 3.5718,                 1.0456,                 0.9917,                0.16667,                0.42248,                0.31429,                0.93787,                 3.3215,                 1.1009,             0.00017519,             0.00017519,             0.00017519
                     44,                 1.1455,                 3.8623,                 1.2457,                 0.9917,                0.16667,                0.42248,                0.31429,                0.93787,                 3.3215,                 1.1009,             0.00017632,             0.00017632,             0.00017632
                     45,                  1.229,                  3.885,                 1.1958,                 0.9917,                0.16667,                0.42248,                0.31429,                0.93787,                 3.3215,                 1.1009,             0.00017731,             0.00017731,             0.00017731
                     46,                 1.0133,                 3.7513,                 1.1224,                 0.9917,                0.16667,                0.42248,                0.31429,                0.93787,                 3.3215,                 1.1009,             0.00017816,             0.00017816,             0.00017816
                     47,                 1.0589,                 3.8325,                 1.0554,                 0.9917,                0.16667,                0.42248,                0.31429,                0.93787,                 3.3215,                 1.1009,             0.00017887,             0.00017887,             0.00017887
                     48,                 1.1407,                 3.7991,                 1.2471,                 0.9917,                0.16667,                0.42248,                0.31429,                0.93787,                 3.3215,                 1.1009,             0.00017943,             0.00017943,             0.00017943
                     49,                0.99822,                 3.4246,                 1.0253,                 0.9917,                0.16667,                0.42248,                0.31429,                0.93787,                 3.3215,                 1.1009,             0.00017986,             0.00017986,             0.00017986
                     50,                 1.1126,                 3.6388,                 1.1665,                0.98908,                0.16667,                 0.5054,                0.39129,                0.92258,                 3.1176,                 1.0638,             0.00018014,             0.00018014,             0.00018014
                     51,                0.81574,                 3.4941,                 1.0057,                0.98908,                0.16667,                 0.5054,                0.39129,                0.92258,                 3.1176,                 1.0638,             0.00018028,             0.00018028,             0.00018028
                     52,                 1.0809,                 3.5301,                 1.2161,                0.98908,                0.16667,                 0.5054,                0.39129,                0.92258,                 3.1176,                 1.0638,             0.00018029,             0.00018029,             0.00018029
                     53,                0.96763,                 3.2617,                 1.0114,                0.98908,                0.16667,                 0.5054,                0.39129,                0.92258,                 3.1176,                 1.0638,             0.00018015,             0.00018015,             0.00018015
                     54,                 1.0418,                 3.7049,                 1.0331,                0.98908,                0.16667,                 0.5054,                0.39129,                0.92258,                 3.1176,                 1.0638,             0.00017986,             0.00017986,             0.00017986
                     55,                0.67954,                 3.3178,                 0.9417,                0.98908,                0.16667,                 0.5054,                0.39129,                0.92258,                 3.1176,                 1.0638,             0.00017944,             0.00017944,             0.00017944
                     56,                 1.0542,                  4.042,                 1.1202,                0.98908,                0.16667,                 0.5054,                0.39129,                0.92258,                 3.1176,                 1.0638,             0.00017887,             0.00017887,             0.00017887
                     57,                 1.0834,                  3.647,                 1.0931,                0.98908,                0.16667,                 0.5054,                0.39129,                0.92258,                 3.1176,                 1.0638,             0.00017817,             0.00017817,             0.00017817
                     58,                 1.0529,                 3.7396,                  1.129,                0.98908,                0.16667,                 0.5054,                0.39129,                0.92258,                 3.1176,                 1.0638,             0.00017732,             0.00017732,             0.00017732
                     59,                  1.206,                 3.6873,                 1.1628,                0.98908,                0.16667,                 0.5054,                0.39129,                0.92258,                 3.1176,                 1.0638,             0.00017633,             0.00017633,             0.00017633
                     60,                 1.1114,                 3.4861,                 1.1346,                0.98766,                0.16667,                0.51026,                0.40105,                0.97169,                 2.9583,                 1.0879,              0.0001752,              0.0001752,              0.0001752
                     61,                0.94891,                 3.3907,                 1.0745,                0.98766,                0.16667,                0.51026,                0.40105,                0.97169,                 2.9583,                 1.0879,             0.00017393,             0.00017393,             0.00017393
                     62,                0.94032,                 3.5605,                 1.0837,                0.98766,                0.16667,                0.51026,                0.40105,                0.97169,                 2.9583,                 1.0879,             0.00017252,             0.00017252,             0.00017252
                     63,                 1.0106,                 3.5285,                 1.0776,                0.98766,                0.16667,                0.51026,                0.40105,                0.97169,                 2.9583,                 1.0879,             0.00017096,             0.00017096,             0.00017096
                     64,                0.90464,                 3.2217,                 1.0741,                0.98766,                0.16667,                0.51026,                0.40105,                0.97169,                 2.9583,                 1.0879,             0.00016927,             0.00016927,             0.00016927
                     65,                0.83894,                 3.4791,                 1.0177,                0.98766,                0.16667,                0.51026,                0.40105,                0.97169,                 2.9583,                 1.0879,             0.00016743,             0.00016743,             0.00016743
                     66,                 1.0307,                 3.6478,                 1.1064,                0.98766,                0.16667,                0.51026,                0.40105,                0.97169,                 2.9583,                 1.0879,             0.00016545,             0.00016545,             0.00016545
                     67,                0.61363,                 2.9673,                0.88323,                0.98766,                0.16667,                0.51026,                0.40105,                0.97169,                 2.9583,                 1.0879,             0.00016333,             0.00016333,             0.00016333
                     68,                 1.0844,                 3.3996,                 1.0949,                0.98766,                0.16667,                0.51026,                0.40105,                0.97169,                 2.9583,                 1.0879,             0.00016107,             0.00016107,             0.00016107
                     69,                0.88863,                 3.2996,                 1.0679,                0.98766,                0.16667,                0.51026,                0.40105,                0.97169,                 2.9583,                 1.0879,             0.00015867,             0.00015867,             0.00015867
                     70,                0.71701,                 3.5984,                 1.0286,                0.98766,                0.16667,                0.51026,                0.40105,                0.97169,                 2.9583,                 1.0879,             0.00015612,             0.00015612,             0.00015612
                     71,                 0.8926,                 3.4114,                 1.0119,                0.98766,                0.16667,                0.51026,                0.40105,                0.97169,                 2.9583,                 1.0879,             0.00015344,             0.00015344,             0.00015344
                     72,                0.93211,                 3.5471,                0.97488,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00015061,             0.00015061,             0.00015061
                     73,                 1.3281,                 3.8651,                 1.3105,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00014764,             0.00014764,             0.00014764
                     74,                0.92019,                 3.5977,                 1.0215,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00014453,             0.00014453,             0.00014453
                     75,                 1.0401,                  3.451,                 1.0805,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00014128,             0.00014128,             0.00014128
                     76,                 1.0598,                 3.6528,                 1.1068,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00013789,             0.00013789,             0.00013789
                     77,                 1.1964,                 3.7816,                 1.0853,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00013436,             0.00013436,             0.00013436
                     78,                 1.2471,                 2.8188,                 1.2324,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00013068,             0.00013068,             0.00013068
                     79,                0.96087,                 3.4101,                 1.0295,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00012687,             0.00012687,             0.00012687
                     80,                0.83289,                  2.825,                0.99812,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00012291,             0.00012291,             0.00012291
                     81,                0.71922,                 3.3095,                0.99012,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00011881,             0.00011881,             0.00011881
                     82,                0.90316,                 3.3401,                0.97196,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00011457,             0.00011457,             0.00011457
                     83,                0.82648,                 3.5242,                0.99471,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00011019,             0.00011019,             0.00011019
                     84,                0.87388,                 3.8387,                 1.0426,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,             0.00010566,             0.00010566,             0.00010566
                     85,                 1.3006,                 3.4016,                  1.208,                0.98817,                0.16667,                0.51685,                 0.4048,                 0.9289,                 2.9258,                 1.0754,               0.000101,               0.000101,               0.000101
                     86,                 1.0407,                 3.8299,                  1.191,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             9.6194e-05,             9.6194e-05,             9.6194e-05
                     87,                0.85175,                 3.2271,                 1.0095,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             9.1246e-05,             9.1246e-05,             9.1246e-05
                     88,                 1.0148,                 3.3758,                 1.1586,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             8.6158e-05,             8.6158e-05,             8.6158e-05
                     89,                 1.0056,                 3.2289,                  1.013,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             8.0928e-05,             8.0928e-05,             8.0928e-05
                     90,                 1.1392,                  3.359,                 1.1704,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             7.5556e-05,             7.5556e-05,             7.5556e-05
                     91,                 0.9438,                 4.1397,                0.96707,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             7.0043e-05,             7.0043e-05,             7.0043e-05
                     92,                 1.3782,                 4.0679,                 1.0409,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             6.4389e-05,             6.4389e-05,             6.4389e-05
                     93,                0.91718,                 3.6445,                 1.0481,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             5.8594e-05,             5.8594e-05,             5.8594e-05
                     94,                 1.1908,                 3.7425,                  1.027,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             5.2657e-05,             5.2657e-05,             5.2657e-05
                     95,                 1.0843,                 3.8186,                  1.099,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             4.6579e-05,             4.6579e-05,             4.6579e-05
                     96,                 1.0984,                 3.3159,                 1.0604,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             4.0359e-05,             4.0359e-05,             4.0359e-05
                     97,                0.94864,                 3.3996,                 1.0569,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             3.3998e-05,             3.3998e-05,             3.3998e-05
                     98,                 1.5837,                 4.1758,                 1.2744,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             2.7495e-05,             2.7495e-05,             2.7495e-05
                     99,                0.95783,                 3.0688,                  1.057,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             2.0852e-05,             2.0852e-05,             2.0852e-05
                    100,                0.89366,                 3.5023,                 1.0308,                0.98847,                0.16667,                 0.5987,                0.49739,                 0.8903,                 2.8902,                 1.0616,             1.4067e-05,             1.4067e-05,             1.4067e-05
